hour,weekday,service_avg_minutes,queue_length,counters_active,priority,wait_minutes
10,3,15,12,4,1,26
10,4,35,10,4,2,110
13,2,12,9,3,3,25
10,5,35,7,3,1,124
17,4,12,7,3,1,43
12,3,12,9,3,1,37
13,1,20,7,3,3,22
12,2,25,6,2,2,48
8,4,12,6,3,1,20
11,2,20,10,3,2,65
15,4,18,14,3,1,90
15,3,10,11,4,1,22
17,3,10,8,4,1,25
11,2,25,12,5,1,43
13,4,20,6,5,4,5
12,3,18,7,3,2,29
15,1,15,13,3,4,17
9,1,12,11,2,1,77
12,2,12,8,2,1,47
12,2,20,6,3,1,31
13,1,12,9,4,1,27
11,5,10,6,2,1,28
15,1,25,9,4,1,64
14,1,10,16,4,1,58
13,0,35,7,3,4,28
11,1,30,15,2,1,180
11,3,18,15,2,1,178
13,1,35,6,4,1,38
16,2,30,8,3,1,84
15,4,10,20,3,4,20
15,3,15,13,5,2,25
10,6,25,7,4,2,41
13,3,12,7,4,3,15
11,5,15,6,2,1,47
11,6,30,9,4,1,69
14,3,10,15,3,1,58
17,3,10,8,3,1,33
12,4,18,6,3,1,37
13,1,10,7,3,1,18
12,4,35,6,3,1,78
12,4,25,9,3,1,113
9,3,15,14,2,1,34
10,2,10,12,4,1,51
13,4,10,6,4,1,11
14,2,30,12,4,1,137
10,6,18,8,2,2,61
15,2,10,11,4,1,24
15,3,10,17,2,1,103
15,5,12,10,5,2,13
14,4,10,13,3,1,50
13,0,35,6,2,1,76
10,1,25,12,3,1,123
11,0,12,15,3,3,52
15,1,18,17,4,1,78
8,0,35,8,5,1,62
13,1,25,9,2,2,84
11,4,25,19,2,1,180
17,3,35,8,3,1,62
14,2,18,13,2,2,111
13,2,18,6,2,1,52
13,5,30,4,3,4,16
17,1,18,6,3,1,44
11,4,35,8,3,3,96
10,4,10,13,4,1,38
9,3,35,19,2,1,180
11,2,35,10,3,1,170
11,1,12,12,3,1,55
11,4,15,10,2,1,55
17,2,10,6,3,4,6
13,5,20,4,4,1,23
13,2,15,8,4,1,4
17,4,25,7,3,3,53
11,3,12,12,4,4,14
15,4,25,15,2,1,180
8,3,20,9,4,3,50
17,1,10,7,2,2,24
12,6,35,4,2,2,34
13,3,10,5,4,1,12
11,2,12,10,5,1,32
11,2,10,13,3,1,53
14,3,18,15,2,1,154
10,4,35,22,3,1,180
15,3,25,11,4,1,63
12,1,18,7,3,3,41
10,4,18,12,3,3,89
8,0,18,11,4,1,83
9,3,20,15,3,1,93
11,6,35,4,2,1,113
9,1,20,10,3,1,52
12,3,20,6,2,2,37
9,5,18,7,2,1,67
12,3,20,9,2,4,27
11,3,15,15,2,1,118
10,3,15,12,5,1,42
11,4,30,15,3,1,76
11,0,15,10,3,1,29
13,3,15,8,4,3,28
12,1,12,7,3,2,20
17,1,20,8,2,1,95
10,2,10,10,3,3,42
15,1,30,12,3,1,122
13,3,20,8,3,1,63
8,1,15,6,3,1,51
13,3,10,7,5,1,13
12,1,18,5,3,2,23
11,3,35,14,3,4,33
13,6,15,6,4,1,13
13,5,18,3,3,1,23
13,5,18,4,2,1,35
17,1,15,7,4,1,35
9,4,15,8,3,2,15
16,5,12,6,3,3,30
9,1,15,13,2,1,117
16,1,15,7,4,3,25
14,2,25,16,3,1,163
8,2,25,15,3,1,93
13,5,15,4,4,1,21
8,2,12,11,2,1,90
13,2,20,5,3,1,21
9,1,30,20,2,1,180
13,3,30,5,3,2,42
17,1,20,7,3,1,36
14,6,10,8,3,1,25
14,0,10,12,3,4,19
11,3,25,9,3,2,48
14,2,35,11,4,1,158
13,3,25,8,4,3,25
12,4,12,6,4,3,8
9,2,30,10,3,2,76
8,1,35,7,4,1,60
12,4,12,10,4,1,36
11,4,18,13,2,1,93
12,4,10,10,4,3,15
13,4,10,7,5,2,10
10,0,25,15,3,4,55
11,2,30,15,5,1,99
12,4,15,7,3,3,28
13,5,30,4,5,1,32
12,0,12,8,3,1,17
11,3,12,13,5,2,19
13,2,12,5,4,3,18
10,4,18,15,3,3,67
15,1,15,8,2,1,27
13,1,15,8,4,1,23
12,3,20,8,3,4,15
11,3,30,10,3,1,85
10,6,18,7,3,3,48
9,3,12,14,4,1,54
10,1,35,13,4,1,180
11,4,30,12,3,1,172
13,1,15,6,2,1,65
9,3,10,13,2,1,66
14,3,10,11,4,1,33
11,4,18,13,3,1,141
15,3,25,13,3,1,99
12,3,15,8,2,1,52
13,3,30,8,3,1,40
14,1,25,13,4,1,94
12,3,15,6,4,1,13
14,4,20,11,3,1,136
11,1,35,17,4,1,129
11,3,15,11,2,1,94
12,2,10,6,2,1,31
17,3,20,7,2,2,82
11,3,12,13,3,1,60
13,1,30,8,3,3,73
9,5,25,8,5,1,33
11,1,20,13,4,1,69
15,1,10,16,3,1,35
12,2,12,7,4,1,18
11,5,35,7,4,1,91
10,4,12,12,4,1,30
15,3,20,12,3,1,108
12,4,30,7,3,3,53
8,5,35,4,2,2,66
13,6,15,3,5,2,4
14,2,30,14,2,1,180
17,2,12,7,5,1,14
11,4,10,10,3,1,29
10,1,30,17,3,1,180
10,2,35,13,3,4,54
15,4,12,14,3,1,75
14,4,35,11,3,3,125
12,4,15,6,3,4,10
14,4,25,14,4,1,105
12,4,18,5,3,4,11
14,1,18,10,4,1,67
9,2,10,14,3,1,40
12,2,35,9,3,2,59
10,1,12,12,3,1,60
8,2,12,8,2,1,24
17,2,20,13,4,1,72
11,4,12,9,2,3,51
14,1,30,13,4,1,112
10,2,25,10,3,1,118
14,4,10,10,3,1,51
11,3,30,9,4,2,34
11,2,30,12,3,1,166
11,1,25,12,2,1,180
14,1,20,16,2,1,180
12,4,12,7,4,1,15
13,4,20,5,4,1,13
15,3,12,18,4,1,60
13,4,35,6,4,1,42
11,2,35,16,4,1,180
15,6,30,6,4,1,39
12,4,30,6,3,1,64
13,6,15,4,5,1,4
14,5,25,7,2,1,144
9,3,18,16,3,1,113
11,4,35,14,3,1,180
8,2,25,9,5,1,22
13,4,30,6,3,1,74
15,2,20,12,3,2,48
13,5,30,4,3,1,46
10,5,20,7,2,1,63
12,4,12,6,4,2,5
10,2,18,10,3,2,54
11,1,12,15,3,1,106
13,3,30,7,3,1,76
14,3,15,10,2,1,112
14,2,30,14,3,1,154
8,5,35,6,3,2,42
17,6,30,4,5,1,26
13,1,35,6,4,1,44
8,6,12,4,5,1,12
13,2,15,8,5,1,22
14,6,25,8,3,1,104
13,2,12,5,4,3,12
11,4,12,13,3,1,46
14,3,30,11,2,1,180
16,5,10,4,3,2,9
9,2,20,17,4,1,122
8,1,12,9,4,1,42
15,3,20,15,5,1,38
14,3,20,14,4,1,106
8,1,25,13,2,1,180
10,2,25,11,4,1,93
15,1,25,11,2,1,180
10,3,18,12,4,4,23
15,2,20,17,4,1,71
12,3,30,8,2,1,110
14,2,20,16,4,1,99
10,1,12,7,3,1,37
10,0,25,15,2,1,168
12,4,12,8,4,1,36
13,6,25,4,4,1,22
17,3,18,8,3,2,48
12,6,30,3,3,1,29
11,1,35,16,2,1,180
11,4,25,16,3,1,180
11,4,10,11,3,1,50
15,6,18,7,4,1,26
15,0,10,12,4,1,43
14,2,18,12,4,1,38
15,5,30,6,3,2,24
13,4,20,7,4,2,32
13,1,25,8,3,2,48
13,3,15,7,3,1,29
8,3,12,9,3,3,45
8,1,35,8,4,1,47
10,2,12,18,4,2,38
11,2,35,12,3,1,180
9,4,18,13,2,1,136
10,1,35,14,3,3,180
15,1,12,16,3,1,49
15,3,20,10,4,1,54
11,3,25,11,3,1,118
16,4,35,8,5,1,62
14,6,10,6,5,2,13
9,2,18,12,3,1,78
13,4,35,6,3,2,52
9,2,20,9,3,1,74
12,4,12,7,3,1,43
13,4,35,8,3,1,91
8,2,25,10,3,2,52
16,4,18,10,3,2,34
12,1,10,6,4,1,16
13,4,35,11,4,3,143
16,4,12,8,3,1,51
16,4,25,11,4,1,94
11,3,12,15,2,1,149
12,5,35,4,4,1,30
11,4,30,18,4,4,39
14,1,10,15,4,1,46
12,4,20,6,4,1,44
9,0,15,16,2,1,142
11,1,18,10,3,1,68
12,1,10,5,4,1,14
17,1,18,10,4,1,36
16,1,25,7,3,1,50
14,3,30,10,3,1,106
11,2,12,13,3,3,47
9,3,18,15,5,1,57
11,4,20,13,5,1,73
12,5,25,4,4,1,35
13,1,10,9,2,1,44
12,2,25,8,4,1,31
10,0,20,15,2,1,180
9,2,12,15,3,1,57
11,0,12,16,3,1,85
8,3,30,7,4,1,58
10,3,18,12,3,1,83
10,4,18,18,2,1,175
15,4,12,12,3,2,26
13,1,12,5,4,1,19
17,1,15,6,4,1,19
10,4,35,11,3,2,180
12,5,30,3,2,2,37
12,2,30,8,4,1,59
12,1,10,8,3,3,20
8,2,35,8,3,3,88
10,6,20,8,5,1,24
11,3,15,12,3,2,36
14,0,12,11,3,1,65
15,2,35,12,3,1,154
8,5,12,7,4,4,3
10,2,30,13,3,1,180
11,3,15,13,3,1,89
13,1,30,7,3,2,47
12,4,25,5,3,2,32
15,2,10,11,3,2,19
12,4,10,5,2,1,25
10,5,18,7,3,1,59
15,4,35,12,2,1,145
16,2,12,7,3,1,34
13,2,18,6,5,1,25
8,4,20,11,4,1,56
13,1,35,7,4,1,56
9,1,15,12,2,1,73
15,1,18,15,3,1,67
15,5,30,6,3,1,59
13,2,25,6,4,1,52
11,2,12,6,4,1,29
12,2,30,6,3,1,55
13,2,30,9,3,2,111
15,1,20,14,3,1,90
11,2,35,10,4,1,75
9,4,25,15,2,1,180
12,5,35,4,3,1,50
16,2,18,8,2,2,45
14,3,10,18,2,1,92
16,1,18,12,3,1,14
13,5,35,4,2,1,69
14,4,18,9,3,1,47
15,3,30,10,3,1,136
13,4,18,9,3,1,23
15,2,18,15,4,3,55
11,1,35,13,3,1,176
12,1,30,7,3,1,81
12,0,25,5,3,1,26
13,2,15,11,4,3,17
17,3,30,8,3,1,57
15,3,15,14,2,2,91
13,2,35,8,2,1,86
13,4,30,8,4,3,38
15,2,20,15,4,1,31
13,3,10,7,4,1,22
8,2,20,8,3,1,72
13,4,20,8,4,1,41
10,4,35,10,4,4,21
12,4,12,6,3,1,14
13,1,18,6,4,2,23
13,1,10,7,2,1,25
13,2,12,6,3,2,13
9,3,20,11,5,1,24
16,4,20,11,2,2,61
9,3,12,13,2,1,34
10,4,12,11,3,2,17
12,1,15,5,4,1,18
15,2,10,12,2,3,31
17,1,18,9,3,3,37
14,3,12,12,3,1,34
13,5,12,4,4,1,9
8,1,15,8,3,1,49
12,1,10,6,3,1,19
11,1,10,13,4,1,31
17,1,25,8,3,1,76
12,1,30,7,2,1,68
11,3,30,11,4,1,44
13,4,20,6,4,1,27
13,1,35,7,4,1,49
12,1,35,7,4,1,39
13,2,10,8,3,1,23
13,4,18,6,4,3,15
12,0,30,7,3,1,98
12,4,25,6,4,2,20
17,2,18,9,3,1,31
9,3,35,11,5,1,77
11,2,12,11,4,1,30
10,6,12,6,3,1,23
9,3,30,13,5,4,17
17,3,35,8,3,1,36
8,5,35,4,3,4,21
11,2,18,12,5,1,23
11,3,20,13,4,1,36
14,1,25,16,4,3,135
11,4,30,14,2,1,180
12,1,20,5,4,1,11
12,6,35,3,3,2,32
12,1,30,8,2,4,44
10,2,10,14,3,2,44
10,1,25,11,2,1,95
14,3,30,12,3,1,175
10,1,20,13,2,1,180
13,4,35,7,3,3,56
10,5,20,9,4,1,51
8,4,12,11,2,1,80
12,1,12,8,3,1,45
10,5,20,10,2,1,129
13,1,12,5,3,3,17
17,1,12,7,3,2,22
10,1,20,14,4,2,53
15,1,18,13,2,1,164
12,4,20,7,3,1,36
13,4,20,8,2,1,89
12,2,18,7,3,1,47
10,4,25,12,3,1,169
10,3,20,11,3,1,120
13,6,20,4,4,1,21
10,4,35,15,2,1,180
12,2,18,8,3,1,59
8,1,15,8,4,1,36
13,2,35,8,2,1,92
9,3,15,15,5,2,28
11,1,18,10,3,1,87
13,1,20,11,3,1,62
15,3,10,14,3,1,63
14,5,12,8,4,1,23
13,2,18,8,3,1,58
16,1,12,8,3,1,50
8,2,18,7,3,1,48
13,3,12,7,4,1,18
11,2,18,13,3,1,136
11,5,18,11,4,2,44
8,5,20,5,4,1,28
11,3,30,8,3,1,151
12,3,15,9,2,1,60
12,2,10,6,4,1,19
13,3,25,9,5,1,41
13,0,15,8,3,1,26
9,2,25,15,4,1,71
9,4,10,18,2,1,78
13,3,25,7,3,1,69
17,2,20,6,3,4,13
9,1,18,12,3,1,114
12,4,18,6,5,2,16
9,2,30,12,3,2,61
15,4,30,14,3,1,180
14,4,25,12,2,1,180
14,1,35,10,3,1,155
11,3,15,12,4,1,51
14,6,18,7,3,1,35
15,5,10,8,4,1,20
13,4,12,6,3,1,32
10,1,30,9,4,2,54
16,2,10,7,4,4,6
17,5,25,7,4,1,72
15,2,15,11,3,3,48
16,4,18,8,4,1,23
12,3,25,7,2,1,123
13,1,35,5,4,1,42
13,3,30,6,3,1,41
15,2,18,13,2,1,152
8,1,30,10,3,1,66
10,2,10,9,3,1,30
14,0,10,14,2,2,64
13,1,35,8,4,1,50
14,5,12,4,2,2,24
11,3,20,10,4,1,80
13,2,20,7,2,1,98
15,2,10,12,3,1,28
11,2,10,15,3,1,65
8,2,15,6,3,1,26
17,3,35,10,3,1,127
11,4,25,13,2,1,180
13,3,20,7,4,1,28
16,1,35,8,3,1,68
14,5,25,6,4,1,42
15,4,25,18,3,1,143
12,1,25,9,3,4,17
11,3,30,7,4,1,31
15,0,20,13,2,1,152
10,6,12,7,3,1,45
11,5,15,4,3,1,29
11,4,25,13,2,1,180
13,1,20,5,4,1,17
11,3,20,14,2,2,128
12,4,10,7,2,1,45
11,2,20,13,4,4,31
8,5,35,7,4,3,56
14,1,10,19,3,1,69
11,2,12,11,5,1,39
15,4,18,14,3,1,78
17,3,20,10,3,4,15
11,3,25,12,4,1,66
10,4,12,9,4,3,23
12,3,12,8,4,2,10
11,3,18,13,4,1,45
15,5,30,8,5,1,41
11,1,30,12,2,3,180
14,2,12,16,5,1,38
11,1,25,13,4,3,95
12,4,35,9,3,2,86
13,2,18,8,5,1,26
13,6,18,3,2,2,22
15,1,35,11,4,2,70
14,0,15,11,4,1,79
12,4,30,10,2,2,92
10,5,18,7,2,3,96
13,5,35,5,2,1,74
11,3,30,15,3,1,180
12,5,12,4,4,2,10
16,1,10,9,3,1,31
9,5,12,7,3,1,29
15,4,10,9,3,2,10
16,2,18,8,3,3,28
14,4,25,11,2,1,100
9,1,35,9,3,1,54
9,1,25,11,4,1,111
13,6,35,4,4,4,7
12,6,20,3,2,1,24
16,3,18,9,3,1,71
16,3,35,10,3,1,90
10,4,15,14,4,2,31
10,2,15,13,5,3,32
15,3,30,13,3,1,81
15,4,18,10,2,1,143
9,2,15,13,2,1,127
10,3,30,12,3,1,180
10,1,20,11,3,4,24
10,3,18,16,2,1,179
12,2,18,8,4,1,35
10,3,15,12,2,1,108
11,2,12,14,4,2,26
9,3,10,11,2,1,58
9,1,20,16,3,1,108
14,3,25,16,3,1,121
8,2,20,7,2,1,86
9,3,25,9,3,1,70
15,4,30,10,5,1,62
16,2,35,14,4,1,83
11,2,25,13,3,4,39
10,3,30,18,3,1,180
9,3,35,11,4,3,88
13,4,20,10,5,1,51
10,4,15,11,2,1,111
10,4,12,13,4,1,47
12,1,25,7,2,4,36
11,5,10,9,4,1,14
17,1,12,9,3,1,10
15,3,30,13,2,1,101
12,4,30,6,4,1,57
15,2,15,16,3,2,31
17,2,10,8,4,1,12
12,2,18,7,4,3,28
13,6,30,3,3,1,27
11,2,20,15,3,1,180
13,1,10,10,2,2,55
10,4,18,8,2,1,105
15,4,15,14,2,3,102
17,2,15,8,5,1,24
13,3,35,12,2,3,180
9,1,30,12,2,1,180
14,5,12,7,2,2,41
10,0,20,13,3,1,81
13,3,18,8,3,1,45
12,5,30,4,2,1,76
10,1,10,15,4,2,39
9,5,12,6,2,2,37
14,2,30,14,2,1,86
13,3,30,6,3,1,21
12,5,30,3,2,1,48
14,3,35,13,3,4,88
10,5,35,9,4,1,72
12,4,25,6,3,1,47
15,2,20,13,3,2,43
9,0,12,19,4,2,72
15,2,20,11,4,1,52
12,1,20,7,4,4,14
11,0,30,13,4,1,169
14,3,15,12,5,1,56
13,1,20,6,2,1,88
9,3,18,12,5,1,50
10,1,35,9,3,1,135
13,6,10,4,4,1,9
11,6,20,6,3,2,38
11,5,12,8,3,1,42
9,3,18,14,4,2,43
10,4,10,8,2,2,48
13,4,30,6,4,1,44
15,3,30,11,2,1,180
12,5,20,4,5,1,10
14,0,30,13,3,1,102
14,5,12,5,4,1,18
10,6,35,7,4,1,91
8,1,12,9,4,1,34
14,5,35,7,4,1,71
11,2,20,18,2,2,180
9,5,10,6,4,1,14
12,1,25,7,3,1,85
9,0,30,12,4,1,91
11,5,10,10,3,1,18
13,5,25,3,2,3,26
13,5,15,4,2,3,32
10,4,25,15,4,2,121
14,2,10,10,4,1,26
11,4,10,12,2,1,96
11,3,12,14,4,1,18
11,1,25,14,4,2,68
9,1,15,19,4,1,62
15,1,10,11,3,1,26
12,1,18,6,3,1,39
16,5,12,6,5,1,9
12,3,30,8,3,4,37
13,1,10,6,2,1,17
11,5,18,8,3,3,49
17,1,30,10,3,1,105
17,4,15,10,4,4,6
11,2,35,13,4,1,180
12,5,35,5,4,1,36
15,3,20,16,4,1,76
17,1,12,12,4,3,36
10,4,12,11,3,1,46
9,0,35,13,3,1,150
14,2,20,14,3,1,159
11,4,18,9,4,2,28
13,4,30,9,3,4,27
15,2,15,11,2,1,97
12,2,30,6,2,1,85
13,1,15,6,5,1,19
13,3,25,6,3,1,34
9,3,10,9,4,2,9
10,1,15,11,4,1,40
10,4,15,14,3,1,78
15,6,12,10,3,3,17
9,5,25,9,5,2,20
13,4,12,5,2,1,27
10,5,12,7,2,2,23
11,1,12,12,3,1,36
14,4,30,18,5,4,27
13,1,20,7,2,1,70
15,0,25,18,4,4,25
13,4,30,6,2,4,24
17,3,25,10,4,1,62
11,2,30,11,4,1,98
10,4,10,10,2,1,79
10,0,20,13,3,3,48
9,5,35,7,3,3,62
12,4,12,9,4,1,37
10,2,30,16,5,1,114
10,3,25,10,3,1,86
17,4,12,9,3,1,34
13,3,10,5,4,1,21
14,2,15,14,2,4,25
15,0,10,15,4,3,19
12,4,30,5,3,1,73
11,0,12,14,5,1,39
17,3,30,12,3,3,108
13,4,18,11,3,1,45
9,2,15,14,3,1,92
8,3,25,8,5,1,47
11,1,20,9,2,3,92
16,6,30,4,4,1,35
8,1,15,10,3,2,32
13,2,20,5,2,1,37
12,1,15,8,5,1,21
17,1,20,7,5,4,9
10,4,18,9,3,1,62
13,1,35,7,3,1,80
11,5,25,5,2,1,53
17,0,20,9,2,2,50
12,2,35,5,2,1,50
15,1,20,14,5,2,28
14,2,25,14,3,1,135
15,0,30,16,2,2,180
10,3,15,13,4,1,70
12,6,35,3,5,1,22
11,1,12,14,3,1,103
12,5,25,4,4,1,28
10,3,30,16,4,1,120
11,4,25,17,3,1,180
16,6,30,4,3,3,26
10,5,18,7,2,2,73
15,2,18,8,4,1,35
8,3,35,9,3,1,64
13,2,15,9,3,3,35
13,1,18,8,5,1,15
15,4,20,9,3,1,49
17,0,35,8,3,2,67
9,1,20,18,2,1,180
11,3,25,15,4,2,73
14,3,30,14,3,1,180
13,5,30,6,5,2,8
13,3,10,7,3,2,17
14,1,15,7,3,2,27
13,4,15,7,3,1,43
13,4,15,7,5,1,18
8,4,10,7,3,2,13
17,2,15,10,4,1,44
12,5,18,5,4,1,29
13,2,35,6,2,1,99
13,1,12,5,3,2,8
8,2,20,8,5,1,7
15,1,20,22,2,1,180
10,3,15,9,2,4,14
9,3,12,14,3,1,39
12,5,10,3,4,1,7
10,2,35,10,4,2,56
11,4,10,11,4,3,26
17,2,12,10,3,4,14
12,2,35,8,3,1,100
11,5,25,9,4,1,54
9,3,30,13,4,1,113
16,1,35,6,3,2,42
12,3,30,7,4,3,48
13,0,15,7,3,1,30
13,2,20,7,2,1,66
10,3,10,14,3,1,53
13,3,15,6,4,2,13
13,3,12,5,2,2,15
10,1,30,14,4,1,115
10,2,18,9,4,1,36
17,4,25,11,2,1,147
13,3,25,9,4,3,52
16,0,35,7,3,1,58
15,1,30,20,5,2,107
11,2,18,13,2,1,180
10,2,15,12,3,1,84
15,3,35,15,4,1,121
17,2,10,9,4,2,24
9,4,25,10,2,1,126
13,3,25,11,3,2,68
12,2,10,7,5,1,14
13,4,18,7,4,1,34
11,2,35,14,3,1,180
13,4,18,7,2,2,36
15,4,10,8,3,1,31
10,1,10,12,3,2,43
12,0,20,6,5,1,25
12,1,15,8,3,1,58
13,2,12,5,4,1,13
15,2,15,10,4,1,39
14,3,10,16,2,1,75
12,6,35,4,5,3,24
13,1,15,6,3,1,33
8,4,35,9,5,1,98
12,1,15,10,2,1,70
17,1,12,8,2,1,46
12,3,25,8,4,1,64
16,5,30,4,5,1,18
10,5,10,8,4,1,27
11,4,10,12,3,2,33
11,5,12,6,3,1,34
13,3,18,7,4,1,56
12,4,15,6,4,1,18
12,3,20,5,5,2,3
12,1,25,5,4,1,25
13,4,30,7,4,1,31
12,3,15,6,4,1,27
12,4,10,7,4,2,11
9,2,12,16,4,1,39
10,3,35,13,3,1,180
13,1,18,8,4,1,54
13,0,30,5,3,1,26
13,4,30,8,4,1,35
16,2,20,9,4,1,42
15,5,12,8,4,1,28
13,1,30,11,3,1,143
11,3,15,11,2,1,105
17,3,12,9,3,1,42
9,1,20,12,4,1,60
8,1,10,10,3,1,33
14,2,25,11,4,1,85
13,5,25,4,2,1,46
10,2,35,17,3,3,180
10,4,12,10,4,1,40
13,5,35,3,3,1,21
16,4,35,10,3,1,77
12,1,18,8,4,1,56
12,1,25,6,2,2,53
11,1,10,15,3,2,46
15,3,30,17,3,2,162
16,1,10,9,4,2,20
12,6,20,6,3,1,49
12,3,30,7,3,1,92
13,3,20,6,3,1,23
14,2,30,11,3,1,152
11,3,20,14,3,1,108
15,2,18,13,4,1,65
14,2,18,9,4,2,35
15,3,35,15,2,1,180
12,4,12,7,4,1,13
11,2,30,12,2,1,180
9,1,35,13,3,1,157
16,2,10,8,3,1,27
12,0,18,6,5,1,24
10,3,25,14,3,1,180
12,5,18,4,3,1,26
16,2,25,12,2,1,141
12,1,30,6,3,3,53
11,2,30,14,5,2,81
8,4,20,7,4,1,61
10,2,25,13,4,1,77
17,1,15,5,3,4,10
13,1,10,7,2,2,26
17,1,35,11,3,1,151
10,4,20,9,4,1,40
16,3,30,7,3,1,101
14,1,10,13,3,1,23
15,6,35,8,4,1,89
9,2,12,18,4,1,59
13,5,15,4,2,4,8
11,1,25,12,3,4,38
13,1,25,6,2,1,66
17,3,20,7,3,4,12
12,3,15,8,5,1,29
12,5,12,3,3,1,11
11,4,18,12,4,3,38
9,3,10,12,2,2,28
13,4,30,7,5,3,35
11,4,18,10,3,2,70
14,4,30,10,4,1,113
11,2,20,15,2,1,180
12,3,30,6,5,1,36
11,5,15,12,2,2,106
10,3,15,15,2,1,147
13,5,10,4,3,1,19
11,4,20,9,3,1,36
16,4,10,6,2,1,41
11,2,12,9,2,1,63
16,1,35,6,4,1,48
16,2,30,9,2,1,180
13,1,25,8,4,1,46
13,3,30,8,4,4,13
11,4,15,10,3,1,67
13,3,30,6,4,1,14
10,4,10,16,3,2,59
8,5,18,5,2,1,48
11,3,20,13,3,1,165
10,3,30,17,3,1,180
17,3,35,8,3,1,116
8,0,30,7,2,2,68
15,2,15,12,4,1,69
13,4,18,6,2,1,61
14,4,15,17,4,3,64
15,1,20,11,2,1,75
14,4,12,17,4,1,82
9,3,12,16,2,1,95
10,4,18,9,3,1,67
15,3,15,8,4,1,23
17,1,12,10,3,2,20
17,2,12,10,3,1,28
14,0,20,13,2,1,180
10,3,35,12,4,1,165
10,3,10,9,3,1,24
14,1,20,18,3,1,123
12,3,25,8,2,1,143
9,1,25,10,2,1,106
15,2,18,10,2,1,88
15,1,20,13,3,1,94
8,4,15,8,3,1,51
15,0,10,10,3,1,22
10,2,25,16,2,1,180
11,4,18,14,4,1,104
14,1,12,16,3,1,93
11,5,18,7,3,1,47
11,4,15,12,3,2,57
16,1,30,6,3,1,62
10,1,25,10,4,4,16
11,3,12,17,4,2,29
12,3,20,10,4,1,52
16,0,12,13,3,2,27
10,1,10,11,3,1,45
11,0,10,13,4,1,28
16,3,15,12,4,1,45
16,3,12,7,5,1,11
11,3,35,15,4,2,78
12,2,18,7,4,1,26
16,4,18,11,5,3,19
15,3,35,14,4,1,136
13,3,35,7,3,1,51
9,5,12,6,2,1,54
12,3,25,6,5,2,20
13,1,20,6,3,1,44
13,3,15,5,3,3,21
13,1,35,6,3,2,63
12,1,10,6,4,1,23
10,1,15,14,4,1,59
15,1,25,12,3,2,85
10,4,15,9,5,4,9
14,4,18,12,4,1,60
10,1,35,14,2,1,180
11,2,10,14,3,1,28
12,4,20,6,3,1,24
9,1,30,10,5,1,33
13,3,10,6,4,1,14
15,2,10,15,4,1,50
11,0,25,12,3,1,114
13,4,15,6,2,1,74
8,4,10,13,3,1,36
12,3,12,7,5,1,10
12,4,35,6,4,1,80
10,3,20,9,4,3,17
9,2,20,13,4,1,50
10,0,10,8,3,1,34
11,2,35,12,3,1,158
14,6,35,4,2,1,60
12,2,15,6,2,1,30
13,1,35,7,3,1,30
11,5,20,7,2,3,88
15,3,10,12,3,2,34
15,2,18,11,4,1,54
13,5,25,3,2,3,14
14,5,20,9,2,1,108
13,1,18,7,3,1,52
10,3,15,14,3,1,37
13,3,30,11,3,1,144
17,3,15,7,2,2,32
14,2,10,13,3,1,27
15,3,10,12,2,1,80
17,6,15,4,3,1,23
14,3,18,14,4,3,67
13,5,15,4,3,3,16
14,1,35,10,4,1,83
14,3,10,15,3,1,62
13,2,20,8,3,1,64
15,6,35,8,2,1,177
11,3,20,16,2,2,153
10,1,35,14,2,1,180
13,5,15,3,3,1,11
14,3,15,10,3,1,46
9,1,20,9,4,2,39
10,1,20,12,4,1,71
10,4,30,11,3,1,100
12,1,35,9,3,2,73
16,3,30,6,2,1,48
12,2,35,8,3,1,111
12,3,12,6,4,1,16
13,4,30,8,4,1,33
14,0,35,12,4,1,165
16,2,25,5,3,1,37
14,0,35,10,3,1,121
16,1,20,11,3,3,56
11,2,20,15,2,4,39
16,3,12,12,3,3,47
14,2,18,15,3,1,119
11,4,35,14,3,1,119
10,5,20,6,4,4,15
15,4,35,16,3,1,138
17,4,10,10,3,1,48
13,3,20,8,4,1,43
11,3,12,15,4,2,37
11,6,25,10,3,1,126
12,1,25,6,4,1,47
12,4,20,14,3,1,106
12,2,20,7,4,1,38
11,2,15,12,3,1,113
17,5,12,4,2,2,4
11,4,15,14,2,1,154
13,1,20,8,3,3,66
17,4,35,7,4,1,60
10,4,10,12,2,1,41
16,5,30,4,3,1,42
13,2,18,8,5,1,23
10,3,20,12,3,1,121
10,4,35,13,4,1,83
14,4,30,11,3,3,110
14,5,10,6,2,1,35
10,3,35,13,4,1,153
13,5,35,3,5,1,24
8,4,20,5,4,1,15
10,5,30,11,4,1,143
13,5,35,3,4,3,16
11,3,18,15,4,1,53
14,3,15,9,4,1,62
15,5,25,6,3,1,66
15,1,10,17,5,1,47
13,1,10,7,3,2,19
10,1,30,15,4,1,137
13,1,35,6,5,1,39
13,2,25,6,5,2,29
12,2,30,6,2,1,138
13,5,15,3,2,1,25
10,1,15,10,5,1,45
16,5,12,4,4,1,10
13,1,18,5,3,1,31
14,2,12,7,2,1,71
17,2,20,6,4,1,15
14,1,12,12,4,1,41
15,2,18,9,4,2,25
15,1,12,15,2,1,97
14,3,35,15,5,1,155
8,3,12,10,4,1,34
12,5,30,3,4,1,18
10,3,18,14,4,1,121
10,4,10,13,5,1,40
